text,rating,label
"The material is nice and soft. Definately NOT Squat Proof. I even ordered a size up (I's a 4/6 Lulu, Sm in Athleta, Sm in Nike) and the Med in these tights were SOOOO see thru. You could see the VS writing/logo on my panties. NO THANKS. I do feel they fit true to size and would stay with a Small",2,CG
"I bought this air ratchet and it works great. I also love that it's reversible and can be used as a push button, both with and without a belt. I used this to make a little makeshift bench outside a garage. I also like that it has a lot of pockets. I have a few sizes of thumb caps, and one is a little larger than I expected. This one fits perfectly. The only reason I didn't buy it for the buck was that I needed one for the little shop vac. This one is a great size.",4,OR
"This movie is only truly funny for those who love the TV show already. Because we know the characters and their past craziness, we can get into this film. Others unfamiliar with the Reno 911 crew will probably find this movie amusing and only sometimes funny. If you are already a fan, you HAVE to see this. No, it is not as funny as the show. Still, it IS funny!  If you're not already a fan, try it. It may be your type of comedy. The Reno 911 gang of misfits always get into trouble and always find something inappropriate to do.",4,OR
This item is so cute and has so many pieces. I will definitely buy it again!My son is 6 and,5,OR
Easy to set up and very stable. Great for a variety of tasks.,5,OR
These gloves are just about perfect. The silicone provides complete heat protection. The textured exterior gives goid grip. The fabric interior is comfortable. The gloves are an ideal size. They accommodate both big man hands as well as smaller ones. There is a loop for hanging. They are well made and durable. Great mitts.,5,OR
"Es buenísimo en general , fácil de poner para el iPad 12.9 con el m1",5,CG
It's a sing that holds 15 shells... What more can I say about it..  Will work great for hunting and defense tactics!,4,OR
"Incredibly soft and luxurious, but it runs small. Recommended to size up for a more comfortable fit. The color is vibrant and hasn't faded after several washes. Great quality, but the sizing could be improved.",3,OR
"Quiet, small size, right height, holds plenty of water, cats like it.",5,OR
These fit my laptop perfectly. I can see so well. My brand new laptop is silver/gray and the keys although backlit are very hard to see in bright light. There is a glare and I dont wear glasses. These stickers are plasticy high quality.  Easy to see and my back light still comes around the edge. Every letter was correct. The  F number keys were not correct. No period sticker? Otherwise so easy to see still 5 stars. Im a type A and want the period key but still love these,5,OR
Okay I was skeptical at first but I was going to Mothers to but boiled eggs because when you boil them it can stink the house but this doesn’t it takes 16 min perfect eggs noise isn’t loud,5,OR
"I have to get a 2XL for my 6' - 4"" boyfriend, as the larger size usually fits his arms better. This is a nicely made item. The fabric is soft and thick. The zipper works well. I've washed and dried the item, and there was no change in color or shape/size of the garment. Great for cooler days.",5,OR
Episodes felt random and didn't seem to have any coherent storyline.,1,OR
I’m so happy to find these! They are made well and very comfortable!!,5,OR
Blurs the lines between reality and fantasy in an enchanting tale. The lyrical prose and deep emotional undertones create a hauntingly beautiful read. Perfect for those who enjoy mystical and introspective stories.,5,OR
It’s very bright even on the low mode and the flashing red mode is great for bicycle riders. 2 pack is a good value. Time will tell if it’s built to last.,5,OR
"Amethyst necklace is beautiful, but the color started to fade after a few weeks. The chain also feels a bit flimsy. Disappointed with the quality considering the initial appearance. Would not recommend for long-term wear.",2,CG
My pedigree kitty LOVES it !! of course this is what she has been raised on before I aquired her by the breeder. the ingredients I researched before I bought it is all top notch. natural.,5,CG
"While the premise is interesting, I found the writing to be subpar and the characters lacking depth. The romance felt clichéd and the plot predictable. It’s a phenomenon, but it didn’t live up to the hype for me.",2,CG
Great gift to send off high school graduates. Money inside is welcome too.,5,CG
One of the springs in the battery compartment rusted and the whole thing became useless.,2,OR
These shoes are fantastic. The material is soft and the sole is smooth. The only reason I ordered the other pair was that the front of the shoe is slightly too tight. The front of the shoe is a little smaller than the front of the shoe.,5,OR
People need to know this man His many inventions Thomas Edison did not create light bulb,5,OR
Tracks all essential metrics accurately. Comfortable to wear and the battery life is impressive.,5,OR
"Offers convenience and modern design. The touchless feature works flawlessly, and the faucet itself is sleek and stylish. Installation is straightforward, though it requires some adjustments. A great upgrade for any modern kitchen.",5,OR
As a former reviewer mentioned - best as it gets and closest to real life. Not sure how it's managed to stay in category of sleepers. Brilliant and real. Thanks.,5,OR
I read this book in a week and thought it was good.  I have read all the other books by B.B. King.  The characters are great.  I enjoyed this book.  It is a good read.I can't imagine what this book would have been like if,5,CG
The fact that they are unstuffed and have 3 squeakers make them perfect toys.  They wash up nicely.,5,CG
This is my first book by this author and I hope I will continue to read the other books.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would like to read more from this author.,5,OR
Easy to install. Allows for better recoil control. It will significantly increase the grip diameter however. Not for small hands.,5,OR
"This is a cute age gap romance with some humor and lots of hot sex. The attraction, and thus the sex, starts almost immediately.  There's one scene with some tension but it's resolved quickly.",3,CG
"If i had a way, i would have bought it. I saw it on a VHS and",3,OR
"Intriguing story with a twist that leaves you reeling. Alicia's silence after a violent act is both mysterious and compelling. The ending is surprising and satisfying, making it a must-read for thriller enthusiasts.",5,OR
Definitely gets the dogs attention and has worked very quickly correcting excessive barking.,5,OR
Order to place special photos on the wall.  We've had it for a couple of weeks and,5,OR
"Our family loves everything Bluey. We’ve also been through some hard times recently. Receiving what we did in the mail (banged and taped up smelling like cigarette smoke) has definitely been a blow for us and our two year old. Not sure why we got one in such condition, but would not recommend.",1,OR
"Easy to set up, sturdy, and easy to clean. I will be purchasing more!Very pretty",5,OR
"The book was filled withmystery, intrigue, love, romance,action and characters who kept each other on their toes. Thank you for a most interesting and enjoyable couple of hours reading.",4,OR
"It's two packs of chalk! One is colored and the other is white! I'm sorry, not sure what else there is to say about chalk....",4,CG
This pillow cushion is well constructed and easily washed. Very comfortable.,5,OR
"Great little tool, very happy with the quality and quality of it. Nice little light. Works as advertised.",5,OR
Bought to ship stuff on ebay. They are a good size...35 cards roughly and the seal is solid. No complaints,5,OR
"This is an all-encompassing look at the Battle of Britain. In fact: with so much detail that coverage of the actual 'Battle' does not begin until over 60% through the book. There is heaps of information here to learn about the event from every possible angle - so much so that the telling can wander off the story-line to include yet more personal, or infrastructure details. LOTS of interesting details here to learn more about this significant event.",4,OR
Interesting premise which moves fluidly thru place and time but almost too fluidly. The ending feels as if there was a deadline to meet. I give it a 6 out of 10,3,CG
"This ""book"" reminds me of photocopied school books I used when growing up in Central America. All black and white, no real structure, the information in the book is just copy paste from who knows where... depressing ""guide book""",2,CG
"Offers multiple cooking functions in a compact design. It's easy to use and clean, making it perfect for small households. The performance is consistent, and the versatility is great.",5,OR
The quality of the T-shirt is a cotton and spandex combo- great in my opinion. Love the grayish tie die look and the flower prying and color is exactly as pictured. This dress took over a week to arrive and I recommend sizing up one size. My daughter is a very short 9 year old so I assumed the 9-10 yrs size would give her some room to grow into and be longer in length as the little girl pictured in the advertisement but it fit her just right which means she will grow out of it in a few months or after a few washes (will update in future if the dress does in fact shrink) I personally recommend sizing up to the next size which would be 11-12 yrs I’m my case,5,CG
Father’s Day gift to my son in law the spear fisherman in the family. He said it was “sick”!,5,OR
"Grace is hard working, caring, and has the ability to make people happy.  The story has a lot of heart. The love, love and love that we get in the end is truly amazing.  This story is a perfect story for a Valentine's Day weekend.  I received a free copy of this book from the author in exchange for an honest review.This is a good book for a quick read.  I love the characters and the story line.  The characters are very well developed and the plot is well developed.  This is a well written book.  You will not be disappointed.I really enjoyed this book.  I read it in a day, I found it interesting and I couldn't put it down.  I didn't like how it was labeled as a ""meaty"" book.  I would have liked to see more of the story",5,CG
Color is more shades of orange. Small.,3,OR
"I had one of the units for a year and put over 2000 miles on it before I dropped it on the pavement and the display broke. So, I bought another and I hope I won't drop this one. Unit could be made more rugged.",4,OR
It goes to fast for my soon to be 3 year old grandchild.  Slower would be much better.,3,CG
"Soft and comfortable, perfect for lounging at home. The fit is relaxed and the material feels great against the skin. Have become a favorite for lazy days. Highly recommend for comfort lovers.",5,OR
"Characters are great and very diversified.  The story line was a bit confusing at first, but blossomed as I continued.  The ending left you hanging on for the next book!",5,OR
Great movie depicting how Good overcomes evil. It’s easy to see Christ portrayed and see the salvation message.,5,OR
"Love this towel,  Keeps my hands dry and dry.  My husband loves it!Very",5,OR
"Dark narrative with an atmospheric setting. The plot is engaging, though some parts feel slow.",4,CG
I don't understand why people are so defensive when they say this is a wristband. I just use it for the gym and I am not going to have any issues with it.,2,CG
Perfect size for eggs for a couple of reasons.  I need a lot of egg whites and they,5,OR
THOUGHTS:  Audrey Carlan shows us her true colors and the ways in which she fights for her beliefs.  I read this book in the last few days and have enjoyed every minute of it.  I think this is a good book for young adult readers.  It gives us a glimpse of a woman who is taking the steps to become a better person.  It also shows us a woman who will fight for her beliefs and win.  I loved the way this book showed us that we can be a better person.  I am not going to put it down.  I really enjoyed reading this book and look forward to reading more from this author,5,OR
"I like to color as a way to reduce stress and take my mind off things, and this book is great! The some of the outlines are pretty detailed so if you like simpler designs it may not be for you, but I enjoy making them super colorful. Cool book.",5,OR
"This was another mesmerising book about Shifter Grove and I thoroughly enjoyed the story;  it was a pleasure to read.  Danni feels betrayed by her boyfriend Taylor and moves to Shifter Grove, where it not only calls to her, but she is able to realise her dream.  Taylor doesnt give up though  he is relentless in his pursuit.  Danni, meanwhile, finds trust, friendship and love in Shifter Grove.  Rhett and Rush have returned home; they are billionaires but know that money cannot buy happiness.  They have made a promise to their father, and there is no way they can go back on this, irrespective of the consequences.  Danni has forgotten what it is like to date or how to get to know someone again after Taylor, but fate plays a hand although it is not all plane sailing.  This book was very well-written, and was a heart-warming and engaging story, which I would have no hesitation in recommending.  I received a copy of this book in exchange for an honest review.",5,CG
Too flimsy. And the color wasn't any where near the color being advertised. I wanted light teal. I got blue. This thing is still in the wrapper it came in. I just threw it in a drawer. Should have returned it.,1,OR
"Warm and light, perfect for layering. Packs down small, making it great for travel. Not very durable, and the fabric can tear easily, so handle with care.",3,OR
Very good goggles nice case it protects it from gaining germs when drop and from breaking,5,OR
Perfect for DIY projects around the house. Lightweight and easy to handle.,5,CG
"This novel is a richly detailed and engrossing story about loss, survival, and the transformative power of art. Tartt's writing is exquisite, and her characters are deeply compelling. It's a long read, but worth every page.",5,OR
"Well, the dogs seem to like them, although once they start chewing on them, there are sharp edges that have cut my pup's mouth.  The odor is awful, but maybe the dogs like that.  The price is too high for the amount of time that they last.",3,OR
"The markers are bright and colorful. They wash off easily, which is great for kids. The tips can wear out quickly with heavy use.",4,OR
I loved this book I read from start to finish Hope every one enjoys it,5,OR
I've only had it for 6 months. Half the screen doesn't even show up anymore and now it's not vibrating for notifications or when I've met my goal. Serious suckage. Will not purchase this brand again.,2,OR
"I ordered this weather alert radio from amazon which came in very good time as promised. This radio was being endorsed by our local TV Weather channels as being the top of line and promoting them at various stores in our area. Found out that amazon had this same radio for almost $15 less then what was being offered at the store so bought it. It is very easy to program and set up for any area where you might live and since it comes with a battery back up for power outages discovered we could take it with us for those one day trips for shopping,etc. It works extremely well and recommend it to any one who is weather concerned, mostly for severe storms like tornados. Fortunately we have not had any tornados yet but it sure lets you know loudly when there is any storm alerts in your area. Very good buy, would recommend it highly to all as it could save your life.",5,OR
"Easy to install and integrate with smart home systems, these bulbs offer a wide range of colors and brightness levels. The app is intuitive, allowing for easy customization and automation. A bit pricey compared to regular bulbs, but the convenience and functionality are worth it. Perfect for creating the right ambiance in any room.",5,OR
"A must-have for precise measurements. It's accurate, easy to use, and has a sleek design. The tare function is handy, and it handles both small and large weights well. Great value for the price.",5,CG
Blade's return is dark and intense. The story keeps you on the edge and the action is top-notch.,5,OR
"I love love love this stylus and the price is good.  I have a few of the other two in the same house, but they're the only ones I have.I bought this to use in my Kindle Fire HD2.  I love it.  I would definitely buy it again.Works great. I did have to replace the right",5,OR
"Offers quality and precision at an affordable price. The knives are sharp and durable, with comfortable handles. The set includes all essential knives for everyday cooking. A great value for those looking to upgrade their kitchen tools.",4,OR
Up the street @ the hospital. The only problem is that it's kind of hard to put the cap on.  The plastic part is also hard to put on.  I used this to put my cap on my bike,5,CG
"Beautifully crafted family saga with a sibling relationship portrayed with nuance and depth. The narrative is both nostalgic and haunting, though some readers might find the pacing slow. A deeply moving exploration of family and memory.",4,CG
ok Im a bit of a sheet/bedding freak. I grew up on high quality sheets and was happy when I came to a point in my life to be able to purchase quality sheets(in college I couldn't validate spending $$ on sheets so had like 2 sets my mom bought me-lol)anyway these are heavy which is good but to think these are originally sell for $400 is crazy-i bought them at $50 and feel I paid too much-I have spent far less and far more for sheets and honestly the best sheets I ever bought were $45 ones a few months here on amazon and will stick with those-they are killer soft and better made than these-these concerned me from the second i got them-threads everywhere and pillowcases were unevenly sewn. I would not suggest people waste their money on these honestly.,2,CG
"If this had been how it ended, the movie would have ended.  The movie has a couple of redeeming qualities. First, it is a very moving film. Second, it is a well-paced movie. And third, it is a very good movie.  ",2,OR
Very great read keeps you on the edge of your seat its a must read book I would advise everyone to get and read so far so good,5,OR
"Handles blending tasks with ease, providing smooth and consistent results. The touch interface is intuitive, and the design is sleek. It's a bit noisy, but the performance is excellent.",5,OR
Great Product & great company.My dog loves these. He will chew them up in seconds and we,5,OR
This coffee maker is overpriced for the features it offers. The coffee doesn't taste great and the machine is bulky. It's also difficult to clean.,2,OR
"This book, if possible, is even better than the first book, The Passage.  I love the twists and turns and I can't put it down.  Can't wait to see what happens in the last book of this trilogy.",5,CG
My hamster loves this food mix. It keeps him healthy and active. The pieces could be more uniform in size.,4,OR
Love this movie. I have watched it repeated times and enjoyed it every time.,5,OR
I love my AirPod pros but for the price it could have come with a wall charger (the block piece that plugs into the wall) instead of just a charging cord. Other than this they have pretty solid battery life and work well.,4,OR
Sprawling fantasy epic with rich world-building and complex characters. The plot is immersive and engaging.,5,OR
"Tried baking chocolate cupcake using this. The cake was just too thin and didn't hold as much. I bought this for a friend, and she is a very tall woman. She is very happy with it.",5,OR
Keeps my aquarium water crystal clear. Easy to set up and maintain. It's a bit noisy but does a great job.,4,OR
"good movie about Max Payne, an American detective who is searching for a killer who kills innocent people.  The film is also a bit slow in the beginning, but it is pretty effective. The opening scene is really good, and the ending is pretty cool.  I would definitely recommend this to anyone who is interested in detective stories.great movieI love this",5,OR
"Cassie and Hades thought everything was set. He would finish his time in the Special Forces and they would be together. When Hades is seriously wounded, he retreats from Cassie. She is really hurt and when he finally comes around she rejects him. She only seeks him out for help against a  dangerous man. Hades tries to see this as a second chance but they have to clear up some misunderstandings and keep her safe.  I have read two of the books in the series and enjoy seeing these good guys get their mates. This is the only bear shifter that has a bear shifter as his mate. It is a different dynamic. Hades really does love Cassie and they both have to accept they made mistakes in the past to establish a future.  I received a copy in return for a honest review.",5,OR
"This is THE brush to go with the regular brush. I will say that my cats are pretty picky about their toys and I am not saying they have a ""good"" toy, but it's a great brush.  I will also note",5,OR
Use it for a hedgetrimmer. Solid cable that's easy to un/coil,5,OR
"This little caterpillar is one of the cutest toys we own, and is perfect for my 7 month with room for him to grow along with it. For now, he pushes the caterpillar along the floor, or plays with each of the individual segments if I pull them apart for him. Each of the pieces includes an individual experience for play, with rattles, spinners, and different sounds. My 7 month old loves to tap the pieces together when he has one in each hand. He's also figured out how to push the red heart to get music and blinking lights. My 2 year old loves to build the caterpillar by himself and sings along to the familiar music (Polly Put the Kettle On). A hit with both of my boys, and not an ""annoying"" toy for me to have to listen to. A win for everyone. 5 stars.",5,OR
"This is the exact screen that came with my Samsung purchase of this awesome chromebook. My screen broke and I was contemplating buying a totally new laptop, until I found how easy this would be, to remove and replace the screen and pay only 1/4 amount of the computer, which was such a good buy for the price in the first place. So long as the model # and the brackets match your current (broken) screen, you will be fine. But please, do it yourself, because if you go and pay for someone to replace your screen, you have just given away money. It took me 5 minutes on youtube watching the video, 5 minutes removing my own screen, 5 minutes to order the new one, 3 business days to receive the screen via regular shipping, and 5 minutes to put the new screen in. That's exactly 3 business days and 15 minutes for a perfect solution and a chromebook that works like new!",5,OR
"Story of two families raising each other's children is heartwarming but predictable. The characters are relatable, though the plot feels formulaic.",3,CG
"I highly recommend this autobiography.  The author has a good grasp on how to tell a story.  If you are a reader of fiction and you have not read the book, then this book is a great way to start your own story.  This book is excellent.  I received a free copy of this book from",5,OR
"I love this collar! I chose it specifically for the buckle. It's so much easier than the ones that slip over the dog's head. The buckle feels strong and secure, even when it isn't locked. The plastic feels thick enough that it won't weaken over time. It feels like quality material in general. The color was as pictured and it looks really nice. I'm also a huge fan of the tag loop! It's so much easier to get those little key rings on that than with a traditional D ring. This collar passed the ultimate test when my dog crawled under a parked car two days after the collar arrived. She and the collar came out covered in grease and dirt. I just rubbed a bit of dish soap on the collar, tossed it in the washing machine with the rest of the laundry, and it came out good as new! It doesn't seem to get dirty easily, but when it does it's easy to clean. I'll definitely be ordering one for my other dog.",5,OR
Porcelain really does keep it hotter...I used to use regular coffee cups when I did a Nespresso shot or two..It was always instantly cooled down..These help u enjoy it.  Also the set just looks cool and keeps it tightly organized with little effort....great buy for me,5,OR
"Covering various aspects of physical and mental health, this comprehensive guide offers practical advice backed by research. It's a valuable resource for anyone looking to improve their wellbeing. Some sections are a bit technical, but overall very informative.",4,OR
"I've used the carry on twice now and it's made traveling a heck of alot easier. Not only does this look expensive but boy is it ever well made. It's very easy to maneuver with the 360 degree wheels, the carry on itself is made of hard shell which is fantastic for me and all the compartments made it easy to organize my clothes, shoes, makeup and my laptop easily. I hope this hold up over time and I will definitely update after a year of use.",5,OR
"This doesn’t fit regular handles, unable to use.",1,OR
"Got these pants for my daughter.  She loves them.  She wears them all the time.I bought this for my son, who lives in the North Dakota area.  He's 5'3"" and 175lbs, and this is the size he prefers.  The material is soft and comfortable.  He's gotten compliments on it over the past several years.  He's even worn it on his golf course.  The material is soft and comfortable, and he's not disappointed.  He wears it with jeans, he does a lot of walking, and it's a great addition to his wardrobe.  He doesn't have to worry about it being too heavy for him to wear on his boat trip, but it does fit him well.  It's also a good quality, with a good arch support.  He doesn't have to worry about it",4,OR
This is by far my favorite version of Beauty and the Beast. I like that the family love one another instead of the usual not so loving family that frequently is written of. I also adore that Beauty has her horse with her and that her passions are books and horses. This is an incredibly well written book and I highly recommend this as an addition to your library of fantasy tales!,5,CG
"Tale of courage and resistance during World War II is deeply moving. The narrative is inspiring, a must-read for historical fiction enthusiasts.",5,CG
"Delivering excellent audio quality, this microphone is perfect for podcasts, streaming, and voiceovers. Easy to set up and use, with multiple pickup patterns for different recording scenarios. The build quality is robust, and it looks professional on any desk. Slightly expensive, but the audio performance is worth it.",5,OR
Great Deal. Good Product.,5,OR
When I bought it the flow was way too strong for my 10gal sponge filter so I used a control valve to slow the release of air and after about a week the whole thing just stopped working. Have used an identical bubbler from Amazon before with no issues but I never had to use a control valve for it so maybe that’s what caused it. I would recommend you don’t buy unless you want a really powerful flow of air bc a control vale seemed to break the whole thing,2,CG
The life jacket is too bulky and my dog struggles to move in it. Not suitable for small breeds.,2,OR
Delivers a complex legal drama with nuanced characters and intricate plotlines. The courtroom scenes are particularly compelling and well-executed.,4,OR
Loved they were so happy with their gift.,5,OR
Absolutely love this stuff. Bruce the gator man was right! Use it a lot.,5,OR
Purchased the off white color for a nursery. I was looking for panels that weren’t too sheer but just enough to block out some light during naps. This room doesn’t get much sunlight but the color brightens the room. Great quality and do not look cheap.,5,OR
"Versatile travel camera with a good zoom range and solid image quality. The design is compact and lightweight. Battery life is good, but the low light performance could be better. A reliable choice for travelers.",4,OR
"I was very disappointed to find that there is NO Vimeo app available, as it has been for previous models.  I am hoping this is just a temporary issue since this model just hit the market.  Unfortunately the answers from Sony are pretty much ""...thanks for asking, no details,...wait and see...""  Therefore, I would not recommend this player if you need Vimeo.  *** three month update *** Still no Vimeo! No response from Sony support or user sites. Not good.  With moderate use, we have found that it does not crash as frequently as the previous year's model. So we don't have to pull the plug quite as often. Yes, there is no other re-boot or recovery option other than pulling the plug. Not good.  Rating now downgraded to two stars.  My advice: forget Blu-Ray, get Roku, absolutely top-notch engineering and solid software. Streaming support is blazing fast, no startup lag, quality just as good as the Sony. I've been a die-hard Sony fan since my first spectacular Trinitron TV in the 70's. It's been a sad downhill slide in the past decade, I can see why they are losing mega-bucks.",3,CG
I got this installed in my kitchen and it looks great! Very easy install and the quality of these lights are amazing!! Very versatile.  A+,5,OR
"I really like how bright the %100 setting is. The charge lasts a long time, LOVE the on off switch. I can't use the different brightness mode, the remote messes up my television settings! I will however buy more.",5,OR
"This is a delightful tale of an island with a distinct culture and history that makes the island one of the most fascinating places in the world.  The island itself is a great place to visit, and it is not only a beautiful place, it is also a beautiful place to read about.  The island itself is fascinating to read about, and the",4,CG
Very pretty planters but disappointed in their craftsmanship. The bottom falls off when you pick it up despite being careful to hold the bottom on. They don't stay fastened.,1,OR
First time using the Inov-8 in any kind of shoe and loved them. Grip is fantasitc and works perfect for all squating and OLY lifts. Good thing about this show is that they have more flex in the shoe which allows for use in different workouts as well.,5,OR
"All I cared about is, they fit. I wear a size 12 shoe and socks are always too tight on me. These aren’t. Finally!",5,OR
I think I failed to mention the fact that the shoe is a little tighter than I expected. The other pair I had was a little tighter and the heel was a little too loose. The only thing I can say is,1,OR
"Good for trapping litter when my guys jump out of the box. I do wish it was a little bigger as I have large cats - not fat, just big. However that's on me for not paying attention to the size. Works as described. Traps the litter. I just shake it out back into the litter box once a week. Now there's less tracking going on.",4,OR
"Haven't read a book by this author that I haven't liked. Funny, sexy and fast passed. Every time I read a new one it's like visiting with friends I can't wait to see!!",5,CG
These are the best bath mats I have ever owned.  I use exactly as directed in the instructions.,5,OR
"I have not been a fan of the wide-mouth jars, but this is a nice one.  I had a plastic jar with a clear plastic lid, so it was a nice addition to my collection.  I would recommend this for anyone with an occasional glass jar.  I received this item at a discount in exchange for my honest review.I've had this for about a year now and I love it!  The containers are easy to clean and the quality is great.  I've used the smaller size, but the larger one is a great size for a larger person.  It's definitely a keeper!  I've used it for a few weeks now and I like it",5,CG
"This is a great bag.  I love the look and feel of it, and the size is perfect.  I had to get a size down, as I wear a 6",5,OR
Romance in the office is charmingly portrayed with endearing characters and a sweet storyline. Captures the nuances of modern relationships beautifully.,5,OR
These socks are even cuter than the picture! They shipped fast and the price is really good for the good quality you're getting.,5,OR
"Hmm.  Color is fun, but the pieces are just too small.  The yellow piece has a little bit of a",3,OR
Easy to assemble (very minor)! We have had the wooden trains for about a year now and this one is a favorite.,5,OR
"Loved them but the screws were too short for the drawers. they fit the doors, but you'll probably have to go buy metric screws to fit the thicker drawers if you have them.",5,OR
My kids love these building blocks. They're sturdy and safe for young children. The set offers a good variety of shapes and sizes. Could use more pieces for larger projects.,5,OR
My daughter bought this for me for Christmas off my wish list and I love it...It is really beautiful and I also like the little butterfly at the end of the chain because I have always loved butterflies. I am happy with this gift! I may add a pic later if I can capture the beauty correctly,5,OR
I am not a fan of leggings that look shiny and these do. Material is also thick. I did think the style was cute .,1,OR
I understand this is the beginning of a new series. I will read the next book but the start is not as good as the Odd Thomas series.,4,CG
Easy to use with the right type of boot/binder. Just a begginer and they seemed to work easily. A lot of fun with the first Michigan snow of the year.,5,OR
"This is one of those stories that you just sink into. The characters and scenes come alive and resonate, carrying you away to Ireland!",5,OR
Shazam is back with more laughs and action. It's a fun mix that keeps you entertained all the way through.,4,OR
"I'm sure these are fine but they are sewn along their length into six-inch sections, like cuffs. The net effect is that they will fit around wrists and ankles, but nowhere else. Recipient needed them to fit around her knees and thighs. It is really not obvious (to me, anyway) from the website photos that you can't use them that way. How disappointing. They will be getting returned.",2,OR
"originally the drag link bolted to the tie rod. this unit has no way of mounting it so it will not work. looks good but if you can't use it, it's nothing more than junk, that cost me 18.99. could have bought a one that will work for same or less money. will not buy from this company ever again. returns are a pain for me because of my location so i will eat the cost and learn to do more research before buying this kind of stuff. total junk......",1,CG
My grandson liked he could pretend this chelsa boy was him and his sister who had the Chelsea  girl pretended it was her. My grand daughter  is 3 and grandson is 2 1/2,5,OR
Looks like the photo and not horrible to assemble. Looks great over my dining table,5,OR
Great product and works as it should. Haven't had any problems. I have several of these for storing music and pictures on.,5,OR
as expected,5,CG
"Slower than a usb 2.0 port. The only problem is that it's only 2.0 ports.  I had to replace a 2.0 port with a USB 2.0 port to make it work.  If you're thinking about buying one of these you should definitely buy one.it's a good product and it's very sturdy and it fits the bill.I use it to connect my Kindle Fire to a Mac and it works great! It's very easy to use and works great with my iMac. I would highly recommend it for anyone who needs a USB port and/or a charger.I bought this because it has worked flawlessly for over a year, and I like it.  I don't know if it's the battery life or the fact that it's a little too light",2,CG
"I bought these for my sister who recently had a baby.  She plans to make her own baby food and needed some containers.  These are a very good option,  because the lids are nice and tight without any leaks.  The size is perfect for a couple of days of baby food and it's very convenient that they can be stacked on top of each other for easy storage.  Since they are glass, we don't have to worry about weird chemicals leeching out into the food.  I really like the lovely diamond pattern on the outside.  It's pretty,  but it's more than just decorative.  It also gives you some texture so you can get a better grip on it.  It makes it easier to open and less likely to drop it.",5,OR
"My son and daughters enjoyed this set and the materials are good.  My son loves to play with it and we had a blast with it.  The plastic is sturdy and it's easy to mold.  It's a great addition to any Lego collection.  I recommend this for anyone who is looking to have a great time with their kids.My daughter loves this doll! She will love it for years to come.  I am very pleased with this purchase.This is a great toy for your little one. The little one will really enjoy playing with it, and it is a great addition to their play. My son is 3 and has lots of fun with it.This was a gift for my son. I thought it would",5,OR
Makes cleaning the litter box much easier. The non-stick surface works well and it's a good size for my cats. The sides could be a bit higher to prevent litter scatter.,4,OR
"Accurate and powerful, great for Nerf battles. The blaster is easy to use. Reloading can be slow.",4,OR
My 8 year olds are going into 3rd grade so we’re starting to learn multiplication. This is a fun tool for understanding the concept because they love pop its.,5,OR
"Fun murder mystery! Katelyn buys a fixer upper with a murderous past! With the help of her friend Wayne, she works on the rehab while interacting with the odd past residents. Lyle, murdered wife’s husband and prime suspect and Bruce, deceased’s brother with a weird off the grid lifestyle keep showing up looking for something left in the house and definitely creeping her out. With a little sleuthing of her own and help from her boyfriend/Sheriff Don can she figure out who killed the young woman? Funny interactions with her bestie Myra, ex husband Eddy and her cat Boots keep the pages turning. Ending was unexpected and a good one. I received a complimentary copy of this book, all opinions in this review are my own.",4,OR
A book that makes you smile even while cringing at the “ill wishes” you’ve experienced in your own life. Definitely worth a look - and may help soothe you the next time you’re peeved :),5,OR
"Fire Next Time by James Patterson. The story is told from a point of view of a couple.  I had to read the book to get through the story. The author does a great job of describing the characters. I would recommend it for anyone who likes to read about relationships.I was looking forward to reading the book, but had to wait a bit for the ending. I liked the ending, but I'm not sure if it was because of the author's love for the characters or the ending. I'm sure there will be more to come.  I read this book in the middle of a work day and was disappointed. I can't imagine how much time I spent on it. I was given the opportunity to read it to my husband and I was immediately hooked. It's a good story, but I really didn't like the book. I think the ending was a little abrupt, but that's just my opinion.  I think the ending was a little disappointing, but I liked it. I was waiting for the next book, so I would have been able to read it more.I read this book in the early 90's and loved it.  It's a great book, but if you're not a fan of Harry Potter, don't",4,CG
Enjoyable to watch.  Good popcorn movie.,5,OR
"Mostly ok, but I never found a connector tip that fit snugly in my Compaq laptop.  In the end I used electrical tape to hold the tip in place.",3,OR
"Yoga leggings exceeded expectations with their fit and comfort. The fabric is stretchy yet supportive, and they stay in place during workouts. The high waistband is flattering and comfortable. Great quality for the price. Highly recommend for yoga enthusiasts.",5,OR
"We have had a giant dog with the neck problem. He is a small dog and has a very sensitive stomach.  The vet recommended this supplement and the dog has had great results.  He is a little smaller than I thought, but it's not a problem for him.  I think it's just because he's older and has had a lot of weight gain.  I will continue to purchase this product and it will last for years.I have a 60lb ter",5,OR
Kids enjoy it. Quite simple and doesn't have many features. Good for younger kids but older kids may get bored.,3,OR
"Delivered fast. Fits well, looks good, and feels comfortable.",5,OR
I always enjoy Willow Rose's books. The characters are well developed and the story is well told.,4,OR
"Alternate history series that is both chilling and thought-provoking. The concept is fascinating, and the execution is superb. Strong performances and a gripping narrative make it a standout show.",4,CG
